codes,wav_codes,transcript,normalized_transcript,tokens,duration,gender
1794,7783164194712761839.wav,"A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.",a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society,a | c i v i l i z a t i o n | i s | a | s i n g u l a r | c u l t u r e | s h a r e d | b y | a | s i g n i f i c a n t | l a r g e | g r o u p | o f | p e o p l e | w h o | l i v e | a n d | w o r k | c o - o p e r a t i v e l y | a | s o c i e t y |,132480,FEMALE
1794,1146643745158029931.wav,"A civilization is a singular culture shared by a significant large group of people who live and work co-operatively, a society.",a civilization is a singular culture shared by a significant large group of people who live and work co-operatively a society,a | c i v i l i z a t i o n | i s | a | s i n g u l a r | c u l t u r e | s h a r e d | b y | a | s i g n i f i c a n t | l a r g e | g r o u p | o f | p e o p l e | w h o | l i v e | a n d | w o r k | c o - o p e r a t i v e l y | a | s o c i e t y |,142080,FEMALE
1718,16249020005264010985.wav,There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.,there is no universal definition for which manufactured items are antiques some tax agencies define goods older than 100 years as antiques,t h e r e | i s | n o | u n i v e r s a l | d e f i n i t i o n | f o r | w h i c h | m a n u f a c t u r e d | i t e m s | a r e | a n t i q u e s | s o m e | t a x | a g e n c i e s | d e f i n e | g o o d s | o l d e r | t h a n | 1 0 0 | y e a r s | a s | a n t i q u e s |,188800,MALE
1718,4507570726474155114.wav,There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.,there is no universal definition for which manufactured items are antiques some tax agencies define goods older than 100 years as antiques,t h e r e | i s | n o | u n i v e r s a l | d e f i n i t i o n | f o r | w h i c h | m a n u f a c t u r e d | i t e m s | a r e | a n t i q u e s | s o m e | t a x | a g e n c i e s | d e f i n e | g o o d s | o l d e r | t h a n | 1 0 0 | y e a r s | a s | a n t i q u e s |,140160,FEMALE
2004,13824971935266428986.wav,"The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.",the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen,t h e | s a m e | m o n t h | s a w | a n o t h e r | a i r l i n e r | o v e r r u n | a | r u n w a y | a t | m a s h h a d | a n d | s t r i k e | a | w a l l | k i l l i n g | s e v e n t e e n |,111360,FEMALE
2004,12570605547501325774.wav,"The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.",the same month saw another airliner overrun a runway at mashhad and strike a wall killing seventeen,t h e | s a m e | m o n t h | s a w | a n o t h e r | a i r l i n e r | o v e r r u n | a | r u n w a y | a t | m a s h h a d | a n d | s t r i k e | a | w a l l | k i l l i n g | s e v e n t e e n |,103680,FEMALE
1784,14572481585322233862.wav,"Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.",greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,g r e e n l a n d | w a s | s e t t l e d | s p a r s e l y | i n | t h e | n o r s e | s a g a s | t h e y | s a y | t h a t | e r i k | t h e | r e d | w a s | e x i l e d | f r o m | i c e l a n d | f o r | m u r d e r | a n d | w h e n | t r a v e l l i n g | f u r t h e r | w e s t | f o u n d | g r e e n l a n d | a n d | n a m e d | i t | g r e e n l a n d |,304320,MALE
1784,3100569628927735189.wav,"Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.",greenland was settled sparsely in the norse sagas they say that erik the red was exiled from iceland for murder and when travelling further west found greenland and named it greenland,g r e e n l a n d | w a s | s e t t l e d | s p a r s e l y | i n | t h e | n o r s e | s a g a s | t h e y | s a y | t h a t | e r i k | t h e | r e d | w a s | e x i l e d | f r o m | i c e l a n d | f o r | m u r d e r | a n d | w h e n | t r a v e l l i n g | f u r t h e r | w e s t | f o u n d | g r e e n l a n d | a n d | n a m e d | i t | g r e e n l a n d |,192960,FEMALE
1704,7975383736177414509.wav,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",in 1990 it was added to the list of world heritage sites in danger due to the threat of desert sands,i n | 1 9 9 0 | i t | w a s | a d d e d | t o | t h e | l i s t | o f | w o r l d | h e r i t a g e | s i t e s | i n | d a n g e r | d u e | t o | t h e | t h r e a t | o f | d e s e r t | s a n d s |,164160,FEMALE
1704,13245569655363672734.wav,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",in 1990 it was added to the list of world heritage sites in danger due to the threat of desert sands,i n | 1 9 9 0 | i t | w a s | a d d e d | t o | t h e | l i s t | o f | w o r l d | h e r i t a g e | s i t e s | i n | d a n g e r | d u e | t o | t h e | t h r e a t | o f | d e s e r t | s a n d s |,117120,FEMALE
1974,7497575538636120175.wav,"Along the same line, men are required to wear trousers covering the knees.",along the same line men are required to wear trousers covering the knees,a l o n g | t h e | s a m e | l i n e | m e n | a r e | r e q u i r e d | t o | w e a r | t r o u s e r s | c o v e r i n g | t h e | k n e e s |,96000,FEMALE
1974,9781076737390802637.wav,"Along the same line, men are required to wear trousers covering the knees.",along the same line men are required to wear trousers covering the knees,a l o n g | t h e | s a m e | l i n e | m e n | a r e | r e q u i r e d | t o | w e a r | t r o u s e r s | c o v e r i n g | t h e | k n e e s |,100480,MALE
1823,8310039609116176436.wav,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,traffic flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another,t r a f f i c | f l o w | i s | t h e | s t u d y | o f | t h e | m o v e m e n t | o f | i n d i v i d u a l | d r i v e r s | a n d | v e h i c l e s | b e t w e e n | t w o | p o i n t s | a n d | t h e | i n t e r a c t i o n s | t h e y | m a k e | w i t h | o n e | a n o t h e r |,122880,FEMALE
1823,14210445503617137582.wav,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,traffic flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another,t r a f f i c | f l o w | i s | t h e | s t u d y | o f | t h e | m o v e m e n t | o f | i n d i v i d u a l | d r i v e r s | a n d | v e h i c l e s | b e t w e e n | t w o | p o i n t s | a n d | t h e | i n t e r a c t i o n s | t h e y | m a k e | w i t h | o n e | a n o t h e r |,122880,FEMALE
1973,5196260640941390313.wav,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",but being placed in the high tropics just a few degrees north of equator you will need to deal with both heat always and strong sun when the sky is clear more rarely,b u t | b e i n g | p l a c e d | i n | t h e | h i g h | t r o p i c s | j u s t | a | f e w | d e g r e e s | n o r t h | o f | e q u a t o r | y o u | w i l l | n e e d | t o | d e a l | w i t h | b o t h | h e a t | a l w a y s | a n d | s t r o n g | s u n | w h e n | t h e | s k y | i s | c l e a r | m o r e | r a r e l y |,167040,FEMALE
1973,6774385073956642067.wav,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",but being placed in the high tropics just a few degrees north of equator you will need to deal with both heat always and strong sun when the sky is clear more rarely,b u t | b e i n g | p l a c e d | i n | t h e | h i g h | t r o p i c s | j u s t | a | f e w | d e g r e e s | n o r t h | o f | e q u a t o r | y o u | w i l l | n e e d | t o | d e a l | w i t h | b o t h | h e a t | a l w a y s | a n d | s t r o n g | s u n | w h e n | t h e | s k y | i s | c l e a r | m o r e | r a r e l y |,159360,FEMALE
1741,13297690853135603331.wav,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.,large areas further north are quite sparsely populated and some is nearly uninhabited wilderness,l a r g e | a r e a s | f u r t h e r | n o r t h | a r e | q u i t e | s p a r s e l y | p o p u l a t e d | a n d | s o m e | i s | n e a r l y | u n i n h a b i t e d | w i l d e r n e s s |,122880,FEMALE
1741,13153302236168048197.wav,Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.,large areas further north are quite sparsely populated and some is nearly uninhabited wilderness,l a r g e | a r e a s | f u r t h e r | n o r t h | a r e | q u i t e | s p a r s e l y | p o p u l a t e d | a n d | s o m e | i s | n e a r l y | u n i n h a b i t e d | w i l d e r n e s s |,119040,FEMALE
1778,11665346626937246597.wav,Television reports show white smoke coming from the plant.,television reports show white smoke coming from the plant,t e l e v i s i o n | r e p o r t s | s h o w | w h i t e | s m o k e | c o m i n g | f r o m | t h e | p l a n t |,80640,FEMALE
1778,14337122471415370884.wav,Television reports show white smoke coming from the plant.,television reports show white smoke coming from the plant,t e l e v i s i o n | r e p o r t s | s h o w | w h i t e | s m o k e | c o m i n g | f r o m | t h e | p l a n t |,61440,FEMALE
1845,12906384443438076827.wav,"In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",in a carriage they traveled back to paris surrounded by a mob of people screaming and shouting threats against the king and queen,i n | a | c a r r i a g e | t h e y | t r a v e l e d | b a c k | t o | p a r i s | s u r r o u n d e d | b y | a | m o b | o f | p e o p l e | s c r e a m i n g | a n d | s h o u t i n g | t h r e a t s | a g a i n s t | t h e | k i n g | a n d | q u e e n |,163520,MALE
1845,2784225427893440291.wav,"In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",in a carriage they traveled back to paris surrounded by a mob of people screaming and shouting threats against the king and queen,i n | a | c a r r i a g e | t h e y | t r a v e l e d | b a c k | t o | p a r i s | s u r r o u n d e d | b y | a | m o b | o f | p e o p l e | s c r e a m i n g | a n d | s h o u t i n g | t h r e a t s | a g a i n s t | t h e | k i n g | a n d | q u e e n |,154880,MALE
1685,1045619486290403122.wav,"For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.",for example the most common still image photography format in the world is 35mm which was the dominant film size at the close of the analog film era,f o r | e x a m p l e | t h e | m o s t | c o m m o n | s t i l l | i m a g e | p h o t o g r a p h y | f o r m a t | i n | t h e | w o r l d | i s | 3 5 m m | w h i c h | w a s | t h e | d o m i n a n t | f i l m | s i z e | a t | t h e | c l o s e | o f | t h e | a n a l o g | f i l m | e r a |,222720,FEMALE
